,고유번호,상호명,신주소,Latitude,Longitude,전화번호,TAG,dis_diff,Time,distance
676,28780,랩원오원,"04048 서울 마포구 독막로7길 38 (서교동, 가람빌딩) 1층",37.5493476,126.919554,-5298,"셀프계산, 데님, 무인스토어, 남자청바지,랩원오원, 청바지, 패션, LAB101, 무인점포, 합정역, 상수역",0.062811475,34,7.2
677,28782,동대문디자인플라자,"04566 서울 중구 을지로 281 (을지로7가, 디자인장터) 동대문디자인플라자 광장편의시설 지하2층",37.5667521,127.0101046,-2851,"동대문디자인플라자, DDP",0.031126694,12,3.3
679,28794,성수연방,04784 서울 성동구 성수이로14길 14 (성수동2가),37.5414775,127.0569489,-9067,"성수연방, 성수, 창화당, 소사이어티플랫폼, 생활문화, 라이프스타일숍, 성수동,띵굴스토어, 서점, 식움료",0.082706331,46,14.3
682,29048,한신옹기,04338 서울 용산구 신흥로 7 (용산동2가),37.5431326,126.9856027,-4401,"포토존, 오래가게, 자기, 오래된가게,옹기,한신옹기, 도자기, 서울, 해방촌,이촌",0.027035288,26,4.8
683,29050,이태원외국서점,04345 서울 용산구 녹사평대로 208 (이태원동),37.536219,126.9872018,-8962,"책방,오래가게, 녹사평, 외서,포린북스토어, 서점, 오래된가게",0.034130688,31,5.5
685,29236,오재미동,"04557 서울 중구 퇴계로 지하 199 (필동2가, 충무로역 3,4호선)",37.5598189,126.9946111,-1118,오재미동,0.01822651,10,2.3
686,29238,서울메트로미술관,"03170 서울 종로구 사직로 지하 130 (적선동, 3호선 경복궁역)",37.5741078,126.9734494,-15649,"미술관, 서울교통공사, 대관, 전통, 경복궁역, 미술작품,전시,서울메트로미술관, 경복궁",0.007364212,11,1.5
687,29239,녹사평역 지하예술정원,"04353 서울 용산구 녹사평대로 지하 195 (용산동4가, 6호선 녹사평역)",37.5334275,126.9841575,-9081,녹사평역-지하예술정원,0.036299498,26,5.8
688,29381,돈의문전시관,03178 서울 종로구 새문안로 35-54 (신문로2가),37.5691689,126.9687651,-915,"돈의문전시관,경희궁,돈의문박물관마을,아지오, 돈의문, 새문안로, 한정,식당, 유적전시실",0.010325184,11,1.4
689,29394,한국천주교순교자박물관,"04085 서울 마포구 토정로 6 (합정동, 한국천주교순교자박물관)",37.5442575,126.9116126,NA,"전시,순례,절두산순교성지,한국천주교순교자박물관",0.071997729,44,9.5
690,29458,솔밭근린공원,"01007 서울 강북구 삼양로 561 (우이동, 솔밭공원 관리실및화장실)",37.6529618,127.0122387,-7760,솔밭근린공원,0.089923972,79,24.5
691,29459,배봉산근린공원,서울특별시동대문구전농2동전농로16길 97,37.581964,127.063352,NA,배봉산근린공원,0.085199456,61,15.5
692,29502,라바타운,"03176 서울 종로구 경희궁1길 1 (신문로2가, 주식회사 투바앤)",37.5706726,126.9715748,투바앤굿즈 매장 +82-70-4609-6492<br>카페윙클 +82-70-4609-6491,"카페,쇼핑,라바타운, 여행, 관광지,윙클베어,광화문, 라바, 서울,다이노코어,캐릭터샵",0.007625357,9,1.1
693,29545,파미에스테이션,06546 서울 서초구 신반포로 176 (센트럴시티) 파미에스테이션,37.5035985,127.0038577,-6316,"푸드코트, 카페,고속터미널역, 외식공간,파미에스테이션,센트럴시티, 맛집",0.070282177,56,17.5
694,29546,고투몰,"06545 서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",37.5065978,127.0054105,-8637,고투몰,0.068068866,54,17
695,29548,센트럴시티 터미널,06545 서울 서초구 신반포로 190 센트럴시티터미널(호남선),37.504893,127.003216,-6316,"터미널, 백화점, 버스, 호남선, 영화관, 반포, 고속터미널역, 강남,센트럴시티-터미널",0.068844732,56,17.6
696,29550,커먼그라운드,05071 서울 광진구 아차산로 200 (자양동) 커먼그라운드,37.5411175,127.0660706,-3134,커먼그라운드,0.091455988,51,16
699,29568,무계원,03022 서울 종로구 창의문로5가길 2 (부암동),37.5919699,126.9634479,NA,무계원,0.027483064,31,4.3
700,29578,쉼박물관,03015 서울 종로구 세검정로 209-17 (쉼박물관),37.5994636,126.9556636,-9593,"홍지동,쉼박물관, 기획전, 문화,현대예술, 경복궁역,휴식처, 보존, 전시실, 주제전",0.038134802,73,21.5
